price,floors_in_the_house,floor,house_type,number_of_rooms,total_area,deadline,distance_to_nearest_metro,distance_to_center,distance_to_mkad,distance_to_green_areas,distance_to_sports_complexes,distance_to_industrial_enterprises,distance_to_treatment_facilities
8825300,9,8,панельный ,2-комнатные ,71,4 кв. 2021 года ,1800,24565,5971,2514,2264,5849,3502
6355550,17,7,панельный ,2-комнатные ,39.5,4 кв. 2021 года ,1800,24565,5971,2514,2264,5849,3502
7728210,17,13,панельный ,2-комнатные ,56.7,2 кв. 2022 года ,1800,24685,6096,2606,2288,6019,3605
8755200,9,9,панельный ,2-комнатные ,68.4,4 кв. 2021 года ,1800,24627,6036,2557,2267,5951,3568
6452160,17,1,панельный ,2-комнатные ,42.9,4 кв. 2021 года ,1800,24565,5971,2514,2264,5849,3502
7891220,9,9,панельный ,2-комнатные ,57.1,4 кв. 2021 года ,1800,24627,6036,2557,2267,5951,3568
7805840,17,9,панельный ,2-комнатные ,52.6,2 кв. 2021 года ,1700,24401,5808,2341,2097,5867,3609
7570050,17,1,панельный ,2-комнатные ,54.5,4 кв. 2021 года ,1800,24565,5971,2514,2264,5849,3502
8072820,18,1,панельный ,2-комнатные ,60.2,4 кв. 2020 года ,1800,24467,5871,2440,2242,5732,3443
8611560,17,2,панельный ,2-комнатные ,68.4,2 кв. 2022 года ,1800,24685,6096,2606,2288,6019,3605
8246560,9,9,панельный ,2-комнатные ,59.2,2 кв. 2021 года ,1700,24355,5761,2311,2099,5794,3566
9004800,18,1,панельный ,2-комнатные ,67,4 кв. 2020 года ,1800,24467,5871,2440,2242,5732,3443
13939578,30,6,монолитный ,2-комнатные ,66.4,1 кв. 2021 года ,200,16717,644,696,490,1566,7675
13696050,14,6,панельный ,2-комнатные ,65.5,3 кв. 2020 года ,500,15729,677,1287,1321,1618,1550
13649749,30,16,монолитный ,2-комнатные ,65.7,1 кв. 2021 года ,200,16717,644,696,490,1566,7675
7700350,17,2,панельный ,2-комнатные ,44.9,4 кв. 2021 года ,1800,24627,6036,2557,2267,5951,3568
8151220,9,7,панельный ,2-комнатные ,55.3,2 кв. 2021 года ,1700,24355,5761,2311,2099,5794,3566
13932000,14,8,монолитный ,2-комнатные ,81,-,900,16494,1144,1395,572,2693,1640
17730179,17,9,монолитный ,2-комнатные ,70.2,2 кв. 2020 года ,2100,10967,-4729,1093,398,629,4083
13381992,30,2,монолитный ,2-комнатные ,67.2,1 кв. 2021 года ,200,16717,644,696,490,1566,7675
20000000,26,15,монолитный ,2-комнатные ,76,сдан ,300,15218,2368,1180,808,655,7959
6999999,24,10,монолитный ,2-комнатные ,43.7,2 кв. 2020 года ,1800,21139,2829,1174,261,3131,6387
15570400,20,2,монолитный ,2-комнатные ,64.3,4 кв. 2021 года ,600,6454,-9478,1488,1703,451,8810
13153200,13,12,панельный ,2-комнатные ,67.8,сдан ,1000,13803,-3179,1347,449,1289,731
11403000,33,2,монолитный ,2-комнатные ,54.3,3 кв. 2021 года ,300,5825,-8930,2439,1056,615,8809
12186200,24,20,панельный ,2-комнатные ,55.9,сдан ,1000,13803,-3179,1347,449,1289,731
11356250,23,22,монолитный ,2-комнатные ,57.5,сдан ,1000,13784,-3086,1414,525,1480,733
12090383,30,13,монолитный ,2-комнатные ,54.3,1 кв. 2021 года ,100,16612,750,581,461,1539,7683
12978570,33,16,монолитный ,2-комнатные ,58.7,3 кв. 2021 года ,400,5799,-8939,2459,1046,598,8845
8082500,15,2,панельный ,2-комнатные ,61,3 кв. 2021 года ,3400,17842,2071,1219,1300,661,8160
12402000,33,19,монолитный ,2-комнатные ,63.6,3 кв. 2021 года ,400,5859,-8866,2531,1119,524,8901
23839000,7,2,монолитный ,2-комнатные ,76.9,сдан ,600,5790,-11214,605,472,876,5504
9018000,26,4,монолитный ,2-комнатные ,53.4,-,400,12250,-5453,1068,807,1269,4012
10950000,31,2,монолитный ,2-комнатные ,43.8,3 кв. 2020 года ,300,10113,-5211,2022,699,963,10877
9450147,16,7,монолитный ,2-комнатные ,54,4 кв. 2021 года ,2900,16336,1467,712,410,993,4662
6979000,15,2,монолитный ,2-комнатные ,53.8,-,600,23887,5454,1907,1154,5088,4969
7800000,25,2,монолитный ,2-комнатные ,36,-,900,19788,3880,3163,2692,3227,2553
19166803,56,32,монолитный ,2-комнатные ,69.4,сдан ,800,9614,-6739,618,661,1490,6290
15349350,24,19,монолитный ,2-комнатные ,75.2,сдан ,1400,15216,1248,866,1398,1518,5033
11111080,11,6,монолитный ,2-комнатные ,48.5,1 кв. 2021 года ,1200,5794,-10936,1306,785,439,7466
13595320,11,8,монолитный ,2-комнатные ,60.1,4 кв. 2021 года ,1400,11425,-4963,538,823,1815,3366
10632375,14,14,монолитный ,2-комнатные ,48.8,4 кв. 2021 года ,1000,5567,-11164,1077,688,311,7298
10203360,17,5,монолитный ,2-комнатные ,69.6,1 кв. 2022 года ,1200,10485,-3817,1537,1347,665,13258
11205640,16,2,монолитный ,2-комнатные ,61.3,4 кв. 2020 года ,1300,18079,930,1234,583,372,11158
12050000,14,11,монолитный ,2-комнатные ,60.3,4 кв. 2021 года ,1100,5610,-11117,1123,694,349,7336
17224670,11,1,монолитный ,2-комнатные ,83.9,сдан ,1200,10935,-5491,753,1133,1466,3727
15773634,11,8,монолитный ,2-комнатные ,75.2,4 кв. 2021 года ,1400,11425,-4963,538,823,1815,3366
19136850,19,2,монолитный ,2-комнатные ,63.4,сдан ,600,6472,-9491,1568,1671,492,8748
11916720,11,11,монолитный ,2-комнатные ,49,1 кв. 2021 года ,1200,5792,-10962,1284,824,388,7418
11752520,14,3,монолитный ,2-комнатные ,60.6,4 кв. 2021 года ,1000,5550,-11202,1040,727,257,7244
8142000,15,13,панельный ,2-комнатные ,60,3 кв. 2021 года ,3400,17766,1999,1144,1462,808,8024
9912490,23,8,монолитный ,2-комнатные ,55.1,4 кв. 2020 года ,1100,13695,-3299,1436,338,1346,850
6560700,17,14,панельный ,2-комнатные ,53,-,9607,37575,19197,2177,670,4465,29494
24578600,18,7,монолитный ,2-комнатные ,72,2 кв. 2022 года ,400,2696,-12457,997,782,932,8213
11876802,22,7,монолитный ,2-комнатные ,56.7,4 кв. 2021 года ,600,10131,-5226,2103,499,1021,11074
7992880,23,9,панельный ,2-комнатные ,39.2,4 кв. 2021 года ,700,13127,-4414,838,1419,1000,4406
6355500,15,2,панельный ,2-комнатные ,44.6,3 кв. 2021 года ,3400,17842,2071,1219,1300,661,8160
7305040,25,3,панельный ,2-комнатные ,50.8,3 кв. 2021 года ,3500,17840,2074,1192,1393,764,8082
31700000,7,1,монолитный ,2-комнатные ,88.2,-,1000,4417,-11891,1435,840,714,4658
7958380,25,25,панельный ,2-комнатные ,52.6,3 кв. 2021 года ,3500,17912,2141,1145,1293,608,8215
10200000,14,4,монолитный ,2-комнатные ,62.6,3 кв. 2020 года ,500,15729,677,1287,1321,1618,1550
8074100,15,5,панельный ,2-комнатные ,52.6,3 кв. 2021 года ,3400,17766,1999,1144,1462,808,8024
7862380,25,15,панельный ,2-комнатные ,56.2,3 кв. 2021 года ,3500,17912,2141,1145,1293,608,8215
7849920,15,15,панельный ,2-комнатные ,54.4,3 кв. 2021 года ,3400,17842,2071,1219,1300,661,8160
24738622,20,17,монолитный ,2-комнатные ,70,сдан ,800,7874,-9268,1027,965,423,2208
9180000,15,7,панельный ,2-комнатные ,72,3 кв. 2021 года ,3400,17842,2071,1219,1300,661,8160
10353600,15,3,панельный ,2-комнатные ,72,3 кв. 2021 года ,3400,17766,1999,1144,1462,808,8024
23644700,19,12,монолитный ,2-комнатные ,65,2 кв. 2022 года ,400,2696,-12457,997,782,932,8213
11132320,23,9,панельный ,2-комнатные ,65.6,4 кв. 2021 года ,700,13127,-4414,838,1419,1000,4406
7165640,24,4,монолитный ,2-комнатные ,49.8,3 кв. 2022 года ,1500,15139,1366,737,1494,1372,5138
19348383,20,6,монолитный ,2-комнатные ,70.2,сдан ,2100,10960,-4734,1161,374,665,4012
11157750,16,5,монолитный ,2-комнатные ,57,сдан ,300,11387,-6261,660,1344,683,3789
8991900,15,2,панельный ,2-комнатные ,58.2,3 кв. 2021 года ,3400,17766,1999,1144,1462,808,8024
12091300,14,9,панельный ,2-комнатные ,65.5,2 кв. 2021 года ,600,15659,595,1372,1367,1580,1636
12426100,14,4,панельный ,2-комнатные ,62.6,3 кв. 2020 года ,500,15729,677,1287,1321,1618,1550
8500000,24,8,монолитный ,2-комнатные ,58,2 кв. 2021 года ,1200,11121,-4242,2624,1415,182,10426
8100000,16,11,панельный ,2-комнатные ,60,4 кв. 2020 года ,1200,12225,-5743,1460,1656,1515,8682
5150000,12,9,монолитный ,2-комнатные ,54.2,сдан ,7678,29582,13248,1821,5217,4608,12347
9000000,21,1,монолитный ,2-комнатные ,59,2 кв. 2021 года ,1000,13003,-4684,610,1467,3226,10427
7800000,16,5,панельный ,2-комнатные ,50.8,4 кв. 2020 года ,1200,12225,-5743,1460,1656,1515,8682
9024900,9,1,монолитный ,2-комнатные ,67,3 кв. 2020 года ,1900,24374,5777,2381,2237,5609,3379
6700000,17,16,монолитный ,2-комнатные ,57,сдан ,1900,21876,7637,2736,2662,2211,23318
7753960,9,1,панельный ,2-комнатные ,59.6,2 кв. 2021 года ,1700,24401,5808,2341,2097,5867,3609
8524320,17,17,панельный ,2-комнатные ,60.2,2 кв. 2021 года ,1700,24355,5761,2311,2099,5794,3566
8047560,9,1,монолитный ,2-комнатные ,59.7,3 кв. 2020 года ,1900,24444,5847,2436,2264,5663,3391
8744370,9,1,панельный ,2-комнатные ,66.7,2 кв. 2021 года ,1700,24401,5808,2341,2097,5867,3609
8991160,18,1,панельный ,2-комнатные ,66.7,4 кв. 2020 года ,1800,24524,5929,2484,2257,5795,3472
15675190,11,2,монолитный ,2-комнатные ,71.7,4 кв. 2021 года ,1400,11425,-4963,538,823,1815,3366
5877700,15,11,монолитный ,2-комнатные ,53,2 кв. 2022 года ,1700,23769,8582,710,1337,3327,6630
12636840,25,23,панельный ,2-комнатные ,51.6,сдан ,400,15807,754,1200,1267,1671,1462
10485497,14,7,монолитный ,2-комнатные ,49.4,4 кв. 2021 года ,1000,5567,-11164,1077,688,311,7298
11526579,14,13,монолитный ,2-комнатные ,54.1,4 кв. 2021 года ,1100,5662,-11062,1178,709,395,7380
12701848,14,3,монолитный ,2-комнатные ,60.4,1 кв. 2021 года ,1100,5799,-10979,1273,869,335,7376
10770900,14,10,монолитный ,2-комнатные ,51.3,4 кв. 2021 года ,1200,5606,-11064,1182,581,469,7450
14074092,14,2,монолитный ,2-комнатные ,70.2,1 кв. 2021 года ,1200,5884,-10844,1296,836,442,7537
12281520,13,12,панельный ,2-комнатные ,58.4,сдан ,1000,13774,-3243,1371,419,1264,783
12094164,14,1,монолитный ,2-комнатные ,59.5,4 кв. 2021 года ,1200,5606,-11064,1182,581,469,7450
9510000,21,3,монолитный ,2-комнатные ,56,4 кв. 2021 года ,700,7684,-8059,215,990,404,3307
14844480,35,32,монолитный ,2-комнатные ,56,1 кв. 2021 года ,1200,10755,-3975,2124,929,1436,6430
10068650,23,11,монолитный ,2-комнатные ,57.7,4 кв. 2020 года ,1100,13695,-3299,1436,338,1346,850
11507040,31,18,монолитный ,2-комнатные ,52.4,3 кв. 2022 года ,1100,8509,-6754,391,446,521,11021
17343060,24,20,монолитный ,2-комнатные ,69.4,2 кв. 2021 года ,1200,9970,-5762,1037,1162,486,4406
20852909,20,6,монолитный ,2-комнатные ,77,2 кв. 2020 года ,700,5978,-11981,316,557,585,4732
8315710,9,9,панельный ,2-комнатные ,61.1,2 кв. 2021 года ,1700,24401,5808,2341,2097,5867,3609
12606000,15,14,монолитный ,2-комнатные ,76.4,сдан ,500,18593,1007,596,633,302,8355
12035920,25,21,монолитный ,2-комнатные ,56.8,сдан ,1100,18004,976,1633,390,485,10887
14404500,14,5,монолитный ,2-комнатные ,74.3,1 кв. 2021 года ,1200,5812,-10900,1341,766,480,7516
8967520,25,8,панельный ,2-комнатные ,65.6,1 кв. 2022 года ,1100,12402,-5586,1403,1510,1617,8745
10213920,17,17,монолитный ,2-комнатные ,65.6,3 кв. 2021 года ,700,22345,3212,1559,610,2001,3788
12401547,11,10,монолитный ,2-комнатные ,55.3,4 кв. 2021 года ,1400,11425,-4963,538,823,1815,3366
11880720,17,12,монолитный ,2-комнатные ,69.6,4 кв. 2020 года ,1400,10299,-3983,1582,1154,531,13173
16077760,12,5,монолитный ,2-комнатные ,75.2,4 кв. 2020 года ,300,5798,-8196,408,575,503,12166
14882560,23,19,монолитный ,2-комнатные ,60.4,4 кв. 2020 года ,400,5706,-8289,497,641,551,12112
20419000,19,5,монолитный ,2-комнатные ,66.6,3 кв. 2023 года ,600,6591,-9362,1584,1563,377,8681
22818006,14,5,монолитный ,2-комнатные ,80.9,сдан ,1100,5839,-12458,695,923,567,4519
15754029,16,2,монолитный ,2-комнатные ,60.6,4 кв. 2020 года ,900,6156,-12191,432,866,672,4423
7100000,23,6,монолитный ,2-комнатные ,48.7,2 кв. 2020 года ,200,22284,7136,1130,1514,2378,5151
12988098,22,2,монолитный ,2-комнатные ,65,сдан ,1700,15148,2752,787,831,1107,3727
11907722,22,5,монолитный ,2-комнатные ,67,сдан ,1800,15206,2694,744,773,1060,3755
9500000,16,5,монолитный ,2-комнатные ,61,1 кв. 2021 года ,2087,15133,322,571,658,1388,4673
16498500,22,2,монолитный ,2-комнатные ,64.7,4 кв. 2020 года ,400,6837,-8342,677,981,1813,1222
14024430,5,3,монолитный ,2-комнатные ,69,4 кв. 2020 года ,1400,10524,-4670,344,759,395,12609
123304500,12,10,монолитный ,2-комнатные ,125,сдан ,1400,6870,-7799,1119,1023,2403,3970
11990000,16,4,монолитный ,2-комнатные ,60,сдан ,1000,11322,-3176,1922,799,1538,12885
7800000,20,6,монолитный ,2-комнатные ,54.1,2 кв. 2020 года ,800,7687,-6860,2579,728,300,10303
12460140,9,3,монолитный ,2-комнатные ,65.1,4 кв. 2020 года ,1400,10485,-4677,251,772,344,12705
11051040,25,25,панельный ,2-комнатные ,54.6,2 кв. 2021 года ,600,15659,595,1372,1367,1580,1636
12370320,25,1,панельный ,2-комнатные ,64.8,2 кв. 2021 года ,600,15659,595,1372,1367,1580,1636
12661860,25,19,панельный ,2-комнатные ,56.2,сдан ,400,15807,754,1200,1267,1671,1462
16000000,22,3,монолитный ,2-комнатные ,56,1 кв. 2022 года ,2100,9064,-8468,1334,1043,1918,6691
7798952,12,3,монолитный ,2-комнатные ,54.7,4 кв. 2020 года ,1300,22795,7816,774,1335,3348,5788
14894428,20,6,кирпичный ,2-комнатные ,61.6,2 кв. 2021 года ,800,8306,-6966,202,688,511,11190
7000000,15,1,монолитный ,2-комнатные ,57,сдан ,2425,25069,5515,987,303,1487,3907
9500000,16,2,панельный ,2-комнатные ,72,4 кв. 2020 года ,1300,12160,-5855,1648,1785,1345,8493
8000000,16,9,панельный ,2-комнатные ,58.2,4 кв. 2020 года ,1200,12225,-5743,1460,1656,1515,8682
7500000,23,16,монолитный ,2-комнатные ,49,-,200,22236,7087,1178,1499,2331,5103
9990000,19,14,монолитный ,2-комнатные ,51.1,2 кв. 2020 года ,300,18806,621,1379,960,1367,7461
12300000,9,3,монолитный ,2-комнатные ,44,сдан ,500,4356,-9641,315,667,505,10762
11528600,25,7,панельный ,2-комнатные ,59,3 кв. 2020 года ,500,15729,677,1287,1321,1618,1550
12460800,25,1,панельный ,2-комнатные ,64.9,3 кв. 2020 года ,500,15729,677,1287,1321,1618,1550
28000000,34,6,монолитный ,2-комнатные ,71,-,300,5082,-10684,1529,574,1434,3101
18480870,25,2,монолитный ,2-комнатные ,77.1,4 кв. 2021 года ,900,10938,-3863,1830,654,1444,6245
11215960,25,25,панельный ,2-комнатные ,57.4,3 кв. 2020 года ,500,15729,677,1287,1321,1618,1550
18240000,20,8,монолитный ,2-комнатные ,66.9,3 кв. 2021 года ,400,14019,2289,1426,726,1128,7233
12330480,14,7,панельный ,2-комнатные ,66.4,2 кв. 2021 года ,600,15659,595,1372,1367,1580,1636
12573150,25,19,панельный ,2-комнатные ,54.5,сдан ,400,15807,754,1200,1267,1671,1462
13393969,20,5,кирпичный ,2-комнатные ,59.4,2 кв. 2021 года ,800,8306,-6966,202,688,511,11190
14422240,20,1,монолитный ,2-комнатные ,55.3,2 кв. 2021 года ,400,6327,-9013,832,593,1225,520
63300000,6,4,монолитный ,2-комнатные ,92.2,сдан ,400,1320,-13552,655,1359,236,5105
10934650,17,14,монолитный ,2-комнатные ,57.1,4 кв. 2020 года ,1400,10299,-3983,1582,1154,531,13173
19389720,20,3,монолитный ,2-комнатные ,57.4,2 кв. 2021 года ,400,6327,-9013,832,593,1225,520
10437100,33,14,монолитный ,2-комнатные ,59,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
10132320,13,3,монолитный ,2-комнатные ,52.8,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
10542630,13,3,монолитный ,2-комнатные ,52.8,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
11495460,13,2,монолитный ,2-комнатные ,67.7,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
11778530,14,12,панельный ,2-комнатные ,61.7,2 кв. 2021 года ,600,15659,595,1372,1367,1580,1636
11167960,15,7,монолитный ,2-комнатные ,60.4,3 кв. 2020 года ,1600,14717,1644,530,1489,631,2179
9059360,25,7,панельный ,2-комнатные ,65.6,1 кв. 2022 года ,1100,12378,-5616,1438,1543,1582,8709
10766844,14,9,монолитный ,2-комнатные ,53.5,4 кв. 2021 года ,1200,5606,-11064,1182,581,469,7450
12232752,14,3,монолитный ,2-комнатные ,54.9,1 кв. 2021 года ,1100,5988,-10779,1178,959,373,7541
12663267,11,3,монолитный ,2-комнатные ,60.3,1 кв. 2021 года ,1200,5792,-10962,1284,824,388,7418
12189068,14,12,монолитный ,2-комнатные ,53.7,1 кв. 2021 года ,1200,5812,-10900,1341,766,480,7516
16883680,25,23,монолитный ,2-комнатные ,72.4,3 кв. 2020 года ,1600,14717,1644,530,1489,631,2179
15444000,23,23,монолитный ,2-комнатные ,57.2,сдан ,700,5472,-8538,432,930,407,11872
6879100,15,2,монолитный ,2-комнатные ,53.8,-,600,23914,5479,1930,1182,5115,4953
10200000,30,12,монолитный ,2-комнатные ,50,2 кв. 2022 года ,1900,12523,-2465,1018,713,1310,4318
6378000,14,10,монолитный ,2-комнатные ,45.7,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
6928000,14,2,монолитный ,2-комнатные ,56.6,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
11511360,34,9,монолитный ,2-комнатные ,51.4,1 кв. 2022 года ,900,6588,-9691,1621,1032,445,8037
6743000,12,2,монолитный ,2-комнатные ,46.8,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
6058000,14,12,монолитный ,2-комнатные ,39.8,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
6886800,15,4,монолитный ,2-комнатные ,53.8,-,700,23970,5507,1942,1249,5231,4814
11531740,25,12,панельный ,2-комнатные ,58.3,2 кв. 2021 года ,600,15659,595,1372,1367,1580,1636
13817581,8,4,монолитный ,2-комнатные ,68.7,4 кв. 2020 года ,1400,10524,-4670,344,759,395,12609
19410000,20,2,монолитный ,2-комнатные ,54,2 кв. 2020 года ,400,4834,-11593,731,429,1063,7452
30890000,20,18,монолитный ,2-комнатные ,77,2 кв. 2020 года ,400,4834,-11593,731,429,1063,7452
6700000,17,4,панельный ,2-комнатные ,56.7,3 кв. 2020 года ,1900,21863,2290,982,1503,2350,5628
28000000,22,6,монолитный ,2-комнатные ,81,сдан ,2000,11601,-4100,1300,222,1190,4340
9084000,16,11,панельный ,2-комнатные ,60,4 кв. 2020 года ,1200,12225,-5743,1460,1656,1515,8682
9867177,33,14,монолитный ,2-комнатные ,59.9,4 кв. 2021 года ,2900,16336,1467,712,410,993,4662
11507400,16,16,монолитный ,2-комнатные ,54,сдан ,1100,18004,976,1633,390,485,10887
10974150,33,7,монолитный ,2-комнатные ,73.9,2 кв. 2022 года ,1600,14607,1715,429,1380,779,2269
10332219,14,1,монолитный ,2-комнатные ,49.9,4 кв. 2021 года ,1200,5606,-11064,1182,581,469,7450
11908944,14,4,монолитный ,2-комнатные ,58.3,4 кв. 2021 года ,1100,5662,-11062,1178,709,395,7380
12760950,11,8,монолитный ,2-комнатные ,60.3,1 кв. 2021 года ,1200,5794,-10936,1306,785,439,7466
10099040,13,7,монолитный ,2-комнатные ,50.8,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
15537720,21,6,монолитный ,2-комнатные ,59.6,3 кв. 2020 года ,800,13241,-2322,1426,590,1372,2566
9467200,33,32,монолитный ,2-комнатные ,61,2 кв. 2021 года ,800,22220,3074,1435,767,2036,3941
11118600,24,8,панельный ,2-комнатные ,52.2,сдан ,1000,13774,-3243,1371,419,1264,783
15648320,12,11,монолитный ,2-комнатные ,63.2,4 кв. 2020 года ,300,5798,-8196,408,575,503,12166
9700000,25,12,панельный ,2-комнатные ,58.3,2 кв. 2021 года ,600,15659,595,1372,1367,1580,1636
9400000,25,21,панельный ,2-комнатные ,57.4,2 кв. 2021 года ,600,15659,595,1372,1367,1580,1636
6390000,17,8,панельный ,2-комнатные ,52.5,2 кв. 2022 года ,1800,24685,6096,2606,2288,6019,3605
9900000,24,4,монолитный ,2-комнатные ,67.9,2 кв. 2021 года ,1100,10993,-4375,2526,1278,217,10552
8800000,12,6,монолитный ,2-комнатные ,56.3,2 кв. 2021 года ,1000,13008,-4680,596,1453,3220,10421
9200000,24,23,монолитный ,2-комнатные ,54.6,2 кв. 2021 года ,1100,11138,-4210,2813,1483,242,10266
11428270,25,4,панельный ,2-комнатные ,58.1,3 кв. 2020 года ,500,15729,677,1287,1321,1618,1550
14520440,9,9,монолитный ,2-комнатные ,67.1,4 кв. 2020 года ,1400,10524,-4670,344,759,395,12609
14548395,24,10,монолитный ,2-комнатные ,57.1,3 кв. 2022 года ,900,6074,-12234,546,444,1024,4086
11971760,25,2,панельный ,2-комнатные ,52.6,сдан ,400,15807,754,1200,1267,1671,1462
12124826,9,6,монолитный ,2-комнатные ,65.9,4 кв. 2020 года ,1400,10524,-4670,344,759,395,12609
11570650,21,15,монолитный ,2-комнатные ,46,4 кв. 2020 года ,800,7965,-7806,1650,2144,1308,2406
14077630,10,4,монолитный ,2-комнатные ,58.1,3 кв. 2020 года ,800,13241,-2322,1426,590,1372,2566
12524508,14,2,монолитный ,2-комнатные ,62.3,1 кв. 2021 года ,1200,5884,-10844,1296,836,442,7537
12691328,14,4,монолитный ,2-комнатные ,60.3,1 кв. 2021 года ,1100,5988,-10779,1178,959,373,7541
12439200,14,2,монолитный ,2-комнатные ,54.8,1 кв. 2021 года ,1200,5812,-10900,1341,766,480,7516
12271050,14,8,монолитный ,2-комнатные ,55.5,1 кв. 2021 года ,1200,5812,-10900,1341,766,480,7516
13328200,13,10,панельный ,2-комнатные ,64.7,сдан ,1000,13803,-3179,1347,449,1289,731
12737060,25,15,монолитный ,2-комнатные ,63.4,сдан ,1700,14589,1788,608,1559,722,2090
15704260,10,10,монолитный ,2-комнатные ,64.6,4 кв. 2020 года ,400,5728,-8261,498,562,463,12061
10395150,33,33,монолитный ,2-комнатные ,55.5,сдан ,900,22107,2969,1347,835,2154,4027
12624300,14,2,монолитный ,2-комнатные ,62.3,1 кв. 2021 года ,1200,5812,-10900,1341,766,480,7516
12285900,24,18,панельный ,2-комнатные ,56.1,сдан ,1000,13803,-3179,1347,449,1289,731
41737500,99,79,монолитный ,2-комнатные ,51.8,-,300,5104,-10084,394,1067,4,1394
17905760,16,12,монолитный ,2-комнатные ,65.8,сдан ,200,5383,-10992,557,659,1352,6180
10059600,10,5,монолитный ,2-комнатные ,49.8,3 кв. 2021 года ,1400,10165,-4292,2279,1131,461,12465
12873770,30,30,монолитный ,2-комнатные ,61.1,3 кв. 2021 года ,100,17419,1123,1033,952,1647,11240
41113800,21,15,монолитный ,2-комнатные ,80,сдан ,900,4599,-11154,203,623,337,2167
10334338,23,11,монолитный ,2-комнатные ,56,2 кв. 2021 года ,1400,8633,-5677,1224,716,564,11873
11260310,19,18,монолитный ,2-комнатные ,63.3,2 кв. 2021 года ,1400,8551,-5752,1198,764,609,11842
8400000,23,10,монолитный ,2-комнатные ,57.7,-,200,22199,7048,1218,1491,2292,5065
22500000,52,27,монолитный ,2-комнатные ,79,-,700,10236,-4704,1541,639,720,6647
15379238,18,10,монолитный ,2-комнатные ,68.1,сдан ,1200,11226,-5160,499,848,1734,3536
12725315,14,5,монолитный ,2-комнатные ,61.2,1 кв. 2021 года ,1100,5988,-10779,1178,959,373,7541
23054500,13,1,монолитный ,2-комнатные ,94.1,сдан ,200,5109,-11081,952,778,526,4909
12683034,14,10,монолитный ,2-комнатные ,69.4,4 кв. 2021 года ,1200,5606,-11064,1182,581,469,7450
12384444,14,1,монолитный ,2-комнатные ,67.4,4 кв. 2021 года ,1000,5567,-11164,1077,688,311,7298
11722726,14,1,монолитный ,2-комнатные ,58.8,4 кв. 2021 года ,1000,5550,-11202,1040,727,257,7244
13115232,14,13,монолитный ,2-комнатные ,70.1,4 кв. 2021 года ,1000,5567,-11164,1077,688,311,7298
11847900,14,6,монолитный ,2-комнатные ,54.1,4 кв. 2021 года ,1200,5606,-11064,1182,581,469,7450
11862378,14,1,монолитный ,2-комнатные ,59.6,4 кв. 2021 года ,1000,5567,-11164,1077,688,311,7298
16105440,12,4,монолитный ,2-комнатные ,71.2,сдан ,700,5421,-8580,351,868,493,11824
12530348,14,1,монолитный ,2-комнатные ,60,1 кв. 2021 года ,1200,5812,-10900,1341,766,480,7516
16163000,23,11,монолитный ,2-комнатные ,70,4 кв. 2020 года ,300,5835,-8157,380,529,464,12165
13753200,11,3,монолитный ,2-комнатные ,62.8,сдан ,1200,11226,-5160,499,848,1734,3536
10898428,14,1,монолитный ,2-комнатные ,49.8,1 кв. 2021 года ,1200,5884,-10844,1296,836,442,7537
12976370,11,11,монолитный ,2-комнатные ,58.2,1 кв. 2021 года ,1200,5792,-10962,1284,824,388,7418
13496598,14,1,монолитный ,2-комнатные ,58.9,1 кв. 2021 года ,1100,5988,-10779,1178,959,373,7541
14840650,16,2,монолитный ,2-комнатные ,60.5,сдан ,700,5491,-8508,414,843,513,11896
17134320,20,13,монолитный ,2-комнатные ,74.4,сдан ,1500,11295,-5144,772,1106,1501,3372
17160230,23,13,монолитный ,2-комнатные ,70.3,сдан ,700,5472,-8538,432,930,407,11872
47936600,79,67,монолитный ,2-комнатные ,83,сдан ,500,5214,-10193,777,921,401,1197
12400000,29,14,монолитный ,2-комнатные ,58,-,1800,12395,-2593,1098,587,1240,4230
7949793,10,6,монолитный ,2-комнатные ,59,3 кв. 2021 года ,2100,22816,4164,1757,1782,4608,3647
7205529,16,2,монолитный ,2-комнатные ,46.8,2 кв. 2021 года ,2200,22618,3971,1856,1620,4457,3714
8167877,16,12,монолитный ,2-комнатные ,58.6,3 кв. 2021 года ,2100,22875,4223,1757,1810,4630,3616
9260388,16,2,монолитный ,2-комнатные ,81.5,2 кв. 2021 года ,2200,22602,3944,1912,1560,4398,3696
9200759,16,2,монолитный ,2-комнатные ,75.2,2 кв. 2021 года ,2200,22602,3944,1912,1560,4398,3696
8133219,16,2,монолитный ,2-комнатные ,68.1,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
10011206,16,3,монолитный ,2-комнатные ,73,4 кв. 2020 года ,2000,22852,4205,1935,1602,4426,3517
8047612,16,2,монолитный ,2-комнатные ,51.7,2 кв. 2021 года ,2100,22657,4001,1917,1563,4400,3654
