price,floors_in_the_house,floor,house_type,number_of_rooms,total_area,deadline,distance_to_nearest_metro,distance_to_center,distance_to_mkad,distance_to_green_areas,distance_to_sports_complexes,distance_to_industrial_enterprises,distance_to_treatment_facilities
4956495,23,6,монолитный ,1-комнатные ,26.7,1 кв. 2022 года ,1000,20520,6305,2361,1470,3565,22106
6431940,13,10,монолитный ,1-комнатные ,26.5,4 кв. 2021 года ,600,13007,-4582,673,1180,1077,4219
11570000,31,20,монолитный ,1-комнатные ,48,сдан ,1200,8009,-7808,2057,2084,1426,2174
12699000,14,10,кирпичный ,1-комнатные ,38,сдан ,800,5860,-12081,454,592,462,4759
8374545,33,16,монолитный ,1-комнатные ,34.4,4 кв. 2021 года ,600,12960,-4640,652,1121,1083,4182
10100000,22,19,монолитный ,1-комнатные ,39,4 кв. 2020 года ,600,8652,-7107,1059,1042,664,3948
7181372,30,16,монолитный ,1-комнатные ,28.8,1 кв. 2021 года ,100,16666,694,640,472,1552,7679
8100300,33,13,монолитный ,1-комнатные ,40.3,1 кв. 2023 года ,300,5783,-9056,2243,963,815,8599
3680000,26,5,монолитный ,1-комнатные ,32,2 кв. 2021 года ,2300,12346,-3344,2884,1285,3225,7228
10007994,30,26,монолитный ,1-комнатные ,40.8,1 кв. 2021 года ,200,16717,644,696,490,1566,7675
12821445,16,13,монолитный ,1-комнатные ,46.5,сдан ,600,5054,-11241,982,191,1332,4468
10556265,30,30,монолитный ,1-комнатные ,39.9,1 кв. 2021 года ,100,16612,750,581,461,1539,7683
5896000,21,13,монолитный ,1-комнатные ,35.9,4 кв. 2022 года ,1200,18297,2619,2864,1373,3202,1210
5820300,21,13,монолитный ,1-комнатные ,36.1,4 кв. 2022 года ,1200,18297,2619,2864,1373,3202,1210
12150000,35,20,монолитный ,1-комнатные ,44.6,2 кв. 2020 года ,400,14617,3023,1654,155,344,8017
6472427,23,11,монолитный ,1-комнатные ,41.5,4 кв. 2020 года ,700,20351,6092,2097,1178,3508,21837
6100000,23,5,монолитный ,1-комнатные ,37.5,2 кв. 2020 года ,200,22166,7020,1239,1454,2274,5033
7400000,16,16,монолитный ,1-комнатные ,42,сдан ,9665,37783,19403,2034,835,4674,29677
9150000,17,9,панельный ,1-комнатные ,38,-,1500,12319,-4153,814,1573,1212,4940
11457000,25,12,монолитный ,1-комнатные ,40.2,1 кв. 2021 года ,1000,6288,-11028,474,750,652,5932
11658000,14,4,монолитный ,1-комнатные ,40.2,1 кв. 2021 года ,800,6249,-10979,544,786,597,5796
11376500,14,13,монолитный ,1-комнатные ,37.3,1 кв. 2021 года ,800,6249,-10979,544,786,597,5796
11280000,25,24,монолитный ,1-комнатные ,37.6,1 кв. 2021 года ,1000,6288,-11028,474,750,652,5932
12124500,25,17,монолитный ,1-комнатные ,41.1,1 кв. 2021 года ,900,6238,-11052,530,748,660,5871
10290456,21,20,монолитный ,1-комнатные ,43.9,2 кв. 2021 года ,1300,10104,-5620,980,1096,344,4342
9120249,30,5,монолитный ,1-комнатные ,40.8,1 кв. 2021 года ,200,16717,644,696,490,1566,7675
12815280,35,23,монолитный ,1-комнатные ,41.9,3 кв. 2022 года ,500,5792,-9600,1110,999,742,651
5434400,22,7,монолитный ,1-комнатные ,33.9,4 кв. 2022 года ,1200,18297,2619,2864,1373,3202,1210
9014675,30,25,монолитный ,1-комнатные ,39.9,1 кв. 2021 года ,200,16717,644,696,490,1566,7675
6045817,22,11,монолитный ,1-комнатные ,32.3,1 кв. 2022 года ,1000,20432,6216,2346,1393,3624,22021
9923500,33,26,монолитный ,1-комнатные ,44.6,3 кв. 2021 года ,300,5825,-8930,2439,1056,615,8809
6556300,20,11,монолитный ,1-комнатные ,37,2 кв. 2021 года ,1300,18388,2752,2708,1222,3004,1377
6165720,17,11,панельный ,1-комнатные ,39.6,сдан ,1100,21249,6937,1922,1901,2854,22498
9015186,30,18,монолитный ,1-комнатные ,40.3,1 кв. 2021 года ,200,16717,644,696,490,1566,7675
4358528,13,5,монолитный ,1-комнатные ,36.5,2 кв. 2021 года ,1883,31027,11757,4598,980,1890,5319
4655484,13,3,монолитный ,1-комнатные ,38.8,2 кв. 2021 года ,1712,31120,11829,4561,806,1743,5447
3756242,13,3,монолитный ,1-комнатные ,22.5,2 кв. 2021 года ,1712,31120,11829,4561,806,1743,5447
4239202,13,5,монолитный ,1-комнатные ,33.1,2 кв. 2021 года ,1883,31027,11757,4598,980,1890,5319
4362266,13,3,монолитный ,1-комнатные ,36.5,2 кв. 2021 года ,1712,31120,11829,4561,806,1743,5447
4672607,13,5,монолитный ,1-комнатные ,38.8,2 кв. 2021 года ,1883,31027,11757,4598,980,1890,5319
3774470,13,5,монолитный ,1-комнатные ,22.5,2 кв. 2021 года ,1883,31027,11757,4598,980,1890,5319
3907498,13,5,монолитный ,1-комнатные ,26.5,2 кв. 2021 года ,1883,31027,11757,4598,980,1890,5319
4200267,13,3,монолитный ,1-комнатные ,33.1,2 кв. 2021 года ,1712,31120,11829,4561,806,1743,5447
5468300,22,11,монолитный ,1-комнатные ,33.9,4 кв. 2022 года ,1200,18297,2619,2864,1373,3202,1210
5680800,24,6,монолитный ,1-комнатные ,27,2 кв. 2022 года ,800,7601,-6960,2665,823,300,10203
7227000,24,5,монолитный ,1-комнатные ,39.6,2 кв. 2022 года ,800,7601,-6960,2665,823,300,10203
8284665,9,2,монолитный ,1-комнатные ,39,4 кв. 2020 года ,1400,10524,-4670,344,759,395,12609
5374990,32,10,монолитный ,1-комнатные ,19.9,3 кв. 2022 года ,1100,8612,-6653,490,433,492,11046
6887880,24,14,монолитный ,1-комнатные ,36.1,2 кв. 2022 года ,800,7601,-6960,2665,823,300,10203
3845838,13,7,монолитный ,1-комнатные ,32.5,2 кв. 2021 года ,1712,31120,11829,4561,806,1743,5447
8887230,32,9,монолитный ,1-комнатные ,42.3,3 кв. 2022 года ,1100,8612,-6653,490,433,492,11046
9201780,32,32,монолитный ,1-комнатные ,40.2,3 кв. 2022 года ,1100,8612,-6653,490,433,492,11046
5355650,33,6,монолитный ,1-комнатные ,21.5,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
6024480,25,4,панельный ,1-комнатные ,33.6,3 кв. 2021 года ,1200,12328,-5675,1498,1604,1519,8648
8311100,13,2,монолитный ,1-комнатные ,43.4,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
11295880,23,4,монолитный ,1-комнатные ,35.6,4 кв. 2020 года ,500,5665,-8328,542,648,547,12070
5597280,16,13,панельный ,1-комнатные ,23.4,4 кв. 2020 года ,1200,12225,-5743,1460,1656,1515,8682
5770800,25,3,панельный ,1-комнатные ,25.2,4 кв. 2020 года ,1200,12225,-5743,1460,1656,1515,8682
9347280,13,13,монолитный ,1-комнатные ,49.3,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
8664320,13,13,монолитный ,1-комнатные ,44.8,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
11684400,23,3,монолитный ,1-комнатные ,45.5,4 кв. 2020 года ,500,5665,-8328,542,648,547,12070
7177900,33,30,монолитный ,1-комнатные ,40.1,2 кв. 2021 года ,800,22220,3074,1435,767,2036,3941
7850430,16,15,панельный ,1-комнатные ,35.7,4 кв. 2020 года ,1200,12225,-5743,1460,1656,1515,8682
5361120,25,25,панельный ,1-комнатные ,21.6,4 кв. 2020 года ,1200,12225,-5743,1460,1656,1515,8682
4895000,9,7,панельный ,1-комнатные ,27.5,2 кв. 2021 года ,1700,24401,5808,2341,2097,5867,3609
8296350,16,15,панельный ,1-комнатные ,35.5,4 кв. 2020 года ,1300,12160,-5855,1648,1785,1345,8493
8242480,25,2,панельный ,1-комнатные ,39.4,4 кв. 2020 года ,1300,12160,-5855,1648,1785,1345,8493
5112360,16,16,панельный ,1-комнатные ,19.8,4 кв. 2020 года ,1200,12225,-5743,1460,1656,1515,8682
5166720,25,20,панельный ,1-комнатные ,21.6,4 кв. 2020 года ,1300,12160,-5855,1648,1785,1345,8493
11677960,23,3,монолитный ,1-комнатные ,46.6,4 кв. 2020 года ,400,5706,-8289,497,641,551,12112
7391020,17,5,монолитный ,1-комнатные ,40.3,3 кв. 2021 года ,700,22345,3212,1559,610,2001,3788
6781520,25,15,панельный ,1-комнатные ,41.2,3 кв. 2021 года ,1200,12314,-5709,1555,1648,1465,8581
7621280,33,29,монолитный ,1-комнатные ,36.8,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
10267660,23,22,монолитный ,1-комнатные ,39.1,4 кв. 2020 года ,300,5835,-8157,380,529,464,12165
8293560,25,16,панельный ,1-комнатные ,41.2,4 кв. 2020 года ,1200,12225,-5743,1460,1656,1515,8682
9684340,17,4,монолитный ,1-комнатные ,43.9,4 кв. 2020 года ,1400,10299,-3983,1582,1154,531,13173
5448240,33,12,монолитный ,1-комнатные ,20.7,сдан ,800,22151,3010,1379,810,2104,3995
7349760,33,15,монолитный ,1-комнатные ,39.6,2 кв. 2021 года ,800,22220,3074,1435,767,2036,3941
4118400,17,6,панельный ,1-комнатные ,19.8,2 кв. 2022 года ,1800,24685,6096,2606,2288,6019,3605
4427453,13,3,монолитный ,1-комнатные ,37,2 кв. 2021 года ,1712,31120,11829,4561,806,1743,5447
4172191,13,3,монолитный ,1-комнатные ,32.3,2 кв. 2021 года ,1712,31120,11829,4561,806,1743,5447
4217900,13,5,монолитный ,1-комнатные ,32.5,2 кв. 2021 года ,1883,31027,11757,4598,980,1890,5319
4228999,13,5,монолитный ,1-комнатные ,28.4,2 кв. 2021 года ,1883,31027,11757,4598,980,1890,5319
4461316,13,5,монолитный ,1-комнатные ,35.2,2 кв. 2021 года ,1883,31027,11757,4598,980,1890,5319
4007459,11,5,монолитный ,1-комнатные ,25.7,2 кв. 2021 года ,1883,31027,11757,4598,980,1890,5319
3841017,13,5,монолитный ,1-комнатные ,23.6,2 кв. 2021 года ,1883,31027,11757,4598,980,1890,5319
5418000,22,19,монолитный ,1-комнатные ,31.5,4 кв. 2021 года ,1100,22282,6952,724,2392,2082,5187
7021000,9,9,монолитный ,1-комнатные ,42.3,сдан ,700,22066,6780,753,1978,1894,4933
6942000,9,9,монолитный ,1-комнатные ,40.6,сдан ,800,22093,6790,672,2082,1902,4971
5116815,23,2,монолитный ,1-комнатные ,26.7,1 кв. 2022 года ,1000,20520,6305,2361,1470,3565,22106
10157798,24,4,монолитный ,1-комнатные ,38.4,-,1000,6013,-12322,527,528,934,4172
6486690,25,6,панельный ,1-комнатные ,35.7,1 кв. 2022 года ,1100,12378,-5616,1438,1543,1582,8709
9861060,33,24,монолитный ,1-комнатные ,44.6,3 кв. 2021 года ,300,5825,-8930,2439,1056,615,8809
6900000,25,12,монолитный ,1-комнатные ,39,3 кв. 2020 года ,700,19636,3652,3354,2915,2881,2438
7777883,26,4,монолитный ,1-комнатные ,43.4,3 кв. 2021 года ,400,12273,-5431,1046,797,1266,4005
11457600,36,34,монолитный ,1-комнатные ,46.2,сдан ,800,12141,-5528,1031,982,1299,8240
11256400,36,36,монолитный ,1-комнатные ,42.8,сдан ,700,12194,-5450,1112,1026,1331,8164
3379988,13,4,монолитный ,1-комнатные ,22.5,2 кв. 2021 года ,1883,31027,11757,4598,980,1890,5319
8900330,24,11,монолитный ,1-комнатные ,30.5,3 кв. 2022 года ,900,6074,-12234,546,444,1024,4086
9909640,33,22,монолитный ,1-комнатные ,44.2,3 кв. 2021 года ,300,5825,-8930,2439,1056,615,8809
6860940,39,15,монолитный ,1-комнатные ,26.1,4 кв. 2021 года ,600,12960,-4640,652,1121,1083,4182
6208626,16,10,монолитный ,1-комнатные ,36.2,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
6315275,16,4,монолитный ,1-комнатные ,38.6,2 кв. 2021 года ,2200,22683,4036,1892,1595,4431,3650
6265840,16,4,монолитный ,1-комнатные ,37.8,2 кв. 2021 года ,2200,22608,3959,1820,1655,4493,3740
6225114,16,3,монолитный ,1-комнатные ,37.8,2 кв. 2021 года ,2300,22556,3908,1811,1660,4497,3782
6347743,16,3,монолитный ,1-комнатные ,39.2,2 кв. 2021 года ,2200,22683,4036,1892,1595,4431,3650
6309637,16,7,монолитный ,1-комнатные ,37.9,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
6342765,16,7,монолитный ,1-комнатные ,37.8,2 кв. 2021 года ,2200,22602,3944,1912,1560,4398,3696
7484860,16,10,монолитный ,1-комнатные ,43.3,2 кв. 2021 года ,2200,22618,3971,1856,1620,4457,3714
7058317,16,10,монолитный ,1-комнатные ,43.3,2 кв. 2021 года ,2300,22556,3908,1811,1660,4497,3782
6908365,16,5,монолитный ,1-комнатные ,43.4,2 кв. 2021 года ,2200,22608,3959,1820,1655,4493,3740
7982813,16,8,монолитный ,1-комнатные ,43.4,2 кв. 2021 года ,2100,22657,4001,1917,1563,4400,3654
7358723,16,4,монолитный ,1-комнатные ,39.9,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
6724811,16,3,монолитный ,1-комнатные ,37.8,2 кв. 2021 года ,2200,22618,3971,1856,1620,4457,3714
6820043,16,3,монолитный ,1-комнатные ,43.4,2 кв. 2021 года ,2200,22602,3944,1912,1560,4398,3696
7126572,16,5,монолитный ,1-комнатные ,43.4,2 кв. 2021 года ,2100,22771,4110,1960,1545,4376,3554
6532816,16,6,монолитный ,1-комнатные ,37.8,2 кв. 2021 года ,2100,22771,4110,1960,1545,4376,3554
6997607,16,4,монолитный ,1-комнатные ,37.8,2 кв. 2021 года ,2100,22657,4001,1917,1563,4400,3654
4750000,12,6,монолитный ,1-комнатные ,23,4 кв. 2020 года ,2000,22943,4292,1887,1700,4512,3496
8600000,39,32,монолитный ,1-комнатные ,38,сдан ,1000,10831,-4708,1755,1182,738,11257
6787575,33,14,монолитный ,1-комнатные ,26.1,4 кв. 2021 года ,600,12960,-4640,652,1121,1083,4182
5600000,19,3,монолитный ,1-комнатные ,34,4 кв. 2021 года ,400,18611,3361,624,1045,1604,1524
7261800,17,3,монолитный ,1-комнатные ,39.9,3 кв. 2022 года ,1700,8328,-7006,274,606,441,10149
9280863,30,14,монолитный ,1-комнатные ,40.4,1 кв. 2021 года ,200,16717,644,696,490,1566,7675
8975000,25,6,панельный ,1-комнатные ,40,сдан ,900,7900,-6626,1214,490,288,14028
6851115,39,30,монолитный ,1-комнатные ,26.7,4 кв. 2021 года ,600,12960,-4640,652,1121,1083,4182
6281300,15,12,монолитный ,1-комнатные ,37.8,4 кв. 2022 года ,1200,18297,2619,2864,1373,3202,1210
7276640,14,5,монолитный ,1-комнатные ,27.3,4 кв. 2021 года ,600,13022,-4542,757,1279,1017,4312
8689680,33,5,монолитный ,1-комнатные ,44.7,1 кв. 2023 года ,300,5783,-9056,2243,963,815,8599
11748252,46,13,монолитный ,1-комнатные ,38.8,2 кв. 2023 года ,1100,3828,-12428,1466,279,400,6551
5767900,22,21,монолитный ,1-комнатные ,34.9,4 кв. 2022 года ,1200,18297,2619,2864,1373,3202,1210
6200000,25,12,монолитный ,1-комнатные ,27,4 кв. 2020 года ,100,10497,-5772,276,907,1524,4678
9856380,36,35,монолитный ,1-комнатные ,36.6,3 кв. 2021 года ,1100,7663,-8141,2006,1843,1113,1887
